run_id,mode,experiment,priority,description,status,n_splits,params,duration_sec,valid_n_eval_mean,valid_n_eval_total,valid_recall@5_mean,valid_recall@5_std,valid_recall@5_se,valid_recall@5_micro,valid_recall@10_mean,valid_recall@10_std,valid_recall@10_se,valid_recall@10_micro,valid_recall@20_mean,valid_recall@20_std,valid_recall@20_se,valid_recall@20_micro,valid_recall@5_comparison_baseline,valid_recall@5_delta_vs_baseline,valid_recall@5_wins_vs_baseline,valid_recall@5_losses_vs_baseline,valid_recall@5_ties_vs_baseline,valid_recall@5_n_compared_vs_baseline
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c1_max_ce,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=50, chunks=1, agg=max, score=ce.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c1_max_ce"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 50, ""chunks_per_doc"": 1, ""chunk_agg"": ""max"", ""score_mode"": ""ce""}",184.01538944244385,107.8,539,0.36910695742471444,0.05616845451500474,0.025119296497331113,0.3692022263450835,0.4711664935964001,0.0773052157636417,0.03457194349255823,0.4712430426716141,0.6475077881619937,0.0710318674716652,0.031766416847079905,0.647495361781076,candidate_rrf_sparse_deep_legal_lemma_char,-0.11873840445269017,56,120,363,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c1_max_ce_plus_candidate,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=50, chunks=1, agg=max, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c1_max_ce_plus_candidate"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 50, ""chunks_per_doc"": 1, ""chunk_agg"": ""max"", ""score_mode"": ""ce_plus_candidate""}",184.01538944244385,107.8,539,0.38766008999653867,0.05910493403082509,0.02643253005971311,0.3877551020408163,0.5212703357563171,0.07035006701422651,0.031461506413095225,0.5213358070500927,0.6716337833160264,0.08182679564376893,0.0365940554880902,0.6716141001855288,candidate_rrf_sparse_deep_legal_lemma_char,-0.10018552875695733,52,106,381,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_max_ce,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=50, chunks=2, agg=max, score=ce.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_max_ce"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 50, ""chunks_per_doc"": 2, ""chunk_agg"": ""max"", ""score_mode"": ""ce""}",184.01538944244385,107.8,539,0.3931983385254413,0.09402189373560756,0.042047869153216025,0.39332096474953615,0.4878850813430253,0.09420705617224137,0.04213067631225457,0.48794063079777367,0.64932502596054,0.09508013261569617,0.042521127967678304,0.6493506493506493,candidate_rrf_sparse_deep_legal_lemma_char,-0.09461966604823747,59,110,370,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_max_ce_plus_candidate,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=50, chunks=2, agg=max, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_max_ce_plus_candidate"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 50, ""chunks_per_doc"": 2, ""chunk_agg"": ""max"", ""score_mode"": ""ce_plus_candidate""}",184.01538944244385,107.8,539,0.41917618553132574,0.08559018070265968,0.03827709245152755,0.41929499072356213,0.5324160609207338,0.09419583974950528,0.04212566017551411,0.5324675324675324,0.6809276566285911,0.10555515331326953,0.047205699636776566,0.6808905380333952,candidate_rrf_sparse_deep_legal_lemma_char,-0.0686456400742115,55,92,392,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_top2_mean_ce,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=50, chunks=2, agg=top2_mean, score=ce.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_top2_mean_ce"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 50, ""chunks_per_doc"": 2, ""chunk_agg"": ""top2_mean"", ""score_mode"": ""ce""}",184.01538944244385,107.8,539,0.3820699203876774,0.07555026117851643,0.03378710394260522,0.3821892393320965,0.5064382139148493,0.10205681916419147,0.04564119704370708,0.5064935064935064,0.6623226029768086,0.08068192146412627,0.03608205218981714,0.6623376623376623,candidate_rrf_sparse_deep_legal_lemma_char,-0.10575139146567718,54,111,374,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_top2_mean_ce_plus_candidate,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=50, chunks=2, agg=top2_mean, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d50_c2_top2_mean_ce_plus_candidate"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 50, ""chunks_per_doc"": 2, ""chunk_agg"": ""top2_mean"", ""score_mode"": ""ce_plus_candidate""}",184.01538944244385,107.8,539,0.42480096919349253,0.06278912584926735,0.0280801507293502,0.424860853432282,0.5416580131533404,0.08461548964568347,0.037841197359435565,0.5417439703153989,0.7032017999307718,0.07997778604446344,0.035767153257070854,0.7031539888682746,candidate_rrf_sparse_deep_legal_lemma_char,-0.06307977736549165,52,86,401,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c1_max_ce,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=100, chunks=1, agg=max, score=ce.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c1_max_ce"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 1, ""chunk_agg"": ""max"", ""score_mode"": ""ce""}",184.01538944244385,107.8,539,0.3468674281758394,0.053704117832538464,0.024017211629042932,0.3469387755102041,0.4322256836275528,0.07208494507950378,0.032237367470421885,0.4322820037105751,0.5657840083073727,0.08548977893871725,0.03823219141768031,0.5658627087198516,candidate_rrf_sparse_deep_legal_lemma_char,-0.14100185528756956,54,130,355,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c1_max_ce_plus_candidate,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=100, chunks=1, agg=max, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c1_max_ce_plus_candidate"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 1, ""chunk_agg"": ""max"", ""score_mode"": ""ce_plus_candidate""}",184.01538944244385,107.8,539,0.37281066112841815,0.05496222294602162,0.024579853340360617,0.37291280148423006,0.4859813084112149,0.07018815528773757,0.031389097287738504,0.48608534322820035,0.6252163378331602,0.1005575669437128,0.04497071106762552,0.6252319109461967,candidate_rrf_sparse_deep_legal_lemma_char,-0.1150278293135436,50,112,377,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_max_ce,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=100, chunks=2, agg=max, score=ce.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_max_ce"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 2, ""chunk_agg"": ""max"", ""score_mode"": ""ce""}",184.01538944244385,107.8,539,0.3746105919003115,0.0934933525221105,0.041811498336758096,0.3747680890538033,0.4674974039460021,0.08219486234586283,0.036758659921317424,0.4675324675324675,0.5898926964347525,0.11779328454153937,0.052678758305571435,0.5899814471243042,candidate_rrf_sparse_deep_legal_lemma_char,-0.11317254174397032,55,116,368,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_max_ce_plus_candidate,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=100, chunks=2, agg=max, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_max_ce_plus_candidate"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 2, ""chunk_agg"": ""max"", ""score_mode"": ""ce_plus_candidate""}",184.01538944244385,107.8,539,0.39503288335064035,0.0895106719212431,0.040030389425516254,0.39517625231910947,0.5064035998615438,0.08180685222781137,0.036585136521333265,0.5064935064935064,0.6418656974731741,0.1065813157746378,0.04766461344069215,0.6419294990723562,candidate_rrf_sparse_deep_legal_lemma_char,-0.09276437847866419,51,101,387,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_top2_mean_ce,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=100, chunks=2, agg=top2_mean, score=ce.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_top2_mean_ce"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 2, ""chunk_agg"": ""top2_mean"", ""score_mode"": ""ce""}",184.01538944244385,107.8,539,0.35240567670474215,0.08313798696649412,0.037180438073914475,0.3525046382189239,0.4507095880927657,0.10095280403382373,0.04514746646776897,0.45083487940630795,0.615853236413984,0.09996934332256184,0.04470764946705259,0.6159554730983302,candidate_rrf_sparse_deep_legal_lemma_char,-0.13543599257884972,47,120,372,539
rerank_20260625T183829Z,cv,rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_top2_mean_ce_plus_candidate,P0,"Cross-encoder rerank of quota_sparse_legal_lemma_char_q10: depth=100, chunks=2, agg=top2_mean, score=ce_plus_candidate.",ok,5,"{""name"": ""rerank_quota_sparse_legal_lemma_char_q10_cross_encoder_mmarco_mminilmv2_l12_h384_v1_d100_c2_top2_mean_ce_plus_candidate"", ""candidate_experiment"": ""quota_sparse_legal_lemma_char_q10"", ""model_name"": ""cross-encoder/mmarco-mMiniLMv2-L12-H384-v1"", ""depth"": 100, ""chunks_per_doc"": 2, ""chunk_agg"": ""top2_mean"", ""score_mode"": ""ce_plus_candidate""}",184.01538944244385,107.8,539,0.39139840775354795,0.06278530936326296,0.028078443944922,0.3914656771799629,0.5137937002422983,0.09174633414803432,0.041030207968282995,0.5139146567717996,0.6622706818968501,0.09259298483044995,0.04140884166409858,0.6623376623376623,candidate_rrf_sparse_deep_legal_lemma_char,-0.09647495361781076,47,99,393,539
